lon	lat
-0.2868444	51.6367114
-0.2869367	51.6366924
-0.2872536	51.6366431
-0.2878106	51.6365092
-0.2881019	51.6364883
-0.2883669	51.6364705
-0.2891417	51.6365834
-0.2892782	51.6366034
-0.2894121	51.636617
-0.289929	51.6366668
-0.290575	51.6365881
-0.2913793	51.6364883
-0.2917406	51.6364881
-0.2918914	51.636475
-0.2920434	51.6364287
-0.2921898	51.6363796
-0.2933386	51.6359953
-0.2935992	51.6359046
-0.2941058	51.6357286
-0.2944065	51.6356466
-0.2961511	51.6354435
-0.2972328	51.6357317
-0.2977431	51.6357616
-0.2982407	51.6357913
-0.2985	51.6357743
-0.2987027	51.635762
-0.2987635	51.6357584
-0.2988273	51.6357539
-0.2994284	51.635715
-0.2996128	51.6357329
-0.2996603	51.6357372
-0.2998776	51.6357583
-0.3001018	51.6357921
-0.3002053	51.635808
-0.300337	51.6358387
-0.300477	51.6358839
-0.3006181	51.6359381
-0.3006679	51.6359568
-0.3009267	51.6360721
-0.3011044	51.6361088
-0.3012492	51.6361379
-0.3017811	51.6362534
-0.3024365	51.636351
-0.3027466	51.6361325
-0.3029442	51.6362604
-0.3029967	51.6362827
-0.3030423	51.6363013
-0.3030779	51.6363162
-0.3032032	51.6363666
-0.3033626	51.6364301
-0.3035697	51.6364583
-0.3038087	51.6364815
-0.3039941	51.6364716
-0.3041603	51.636429
-0.3043014	51.6363699
-0.3043497	51.636313
-0.3044513	51.6363397
-0.304474	51.6363452
-0.3044904	51.6363158
-0.3045647	51.6361989
-0.3046638	51.6360448
-0.3048817	51.6357127
-0.3050153	51.6354903
-0.305102	51.6353349
-0.3052114	51.6351507
-0.3054448	51.6346732
-0.3055187	51.6345027
-0.3055859	51.6343212
-0.3055976	51.6341172
-0.3055671	51.6338868
-0.3055464	51.6337816
-0.3055228	51.6336613
-0.3054937	51.6335418
-0.3054652	51.6334316
-0.3054473	51.6333778
-0.3054197	51.6333173
-0.3053771	51.6332383
-0.3052997	51.6331213
-0.3051869	51.6329603
-0.3050759	51.6328098
-0.3049268	51.6325999
-0.3048204	51.6324584
-0.3046388	51.6322327
-0.3044848	51.6320303
-0.3043485	51.631864
-0.3042281	51.6317278
-0.3041347	51.6316257
-0.304044	51.6315412
