lon	lat
-0.243695652173913	51.584347826086955
-0.2345652173913043	51.584347826086955
-0.2254347826086956	51.584347826086955
-0.2528260869565217	51.59021739130435
-0.243695652173913	51.59021739130435
-0.2345652173913043	51.59021739130435
-0.2254347826086956	51.59021739130435
-0.2528260869565217	51.59608695652174
-0.243695652173913	51.59608695652174
-0.2345652173913043	51.59608695652174
-0.2528260869565217	51.601956521739126
-0.243695652173913	51.601956521739126
-0.2345652173913043	51.601956521739126
